FullTime,BITUME,FILLER,INERTI,RICICLATO,ENERGIA,Hour,Date,Day of Week,Month,Year,dayname,YearMonthDay,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_main
2019-05-27 15:00:00,0,0,0,0,,15,27,0,5,2019,Monday,2019-05-27,15.64,14.04,12.22,17.22,1009,90,4.1,75,Rain
2019-05-27 16:00:00,0,0,0,0,,16,27,0,5,2019,Monday,2019-05-27,15.72,14.84,12.22,17,1008,90,3.1,75,Rain
2019-05-27 17:00:00,0,0,0,0,,17,27,0,5,2019,Monday,2019-05-27,15.42,14.79,12.78,16.89,1008,90,2.6,75,Rain
2019-05-28 06:00:00,0,0,0,0,14,6,28,1,5,2019,Tuesday,2019-05-28,15.25,15.8,12.22,16.45,1004,92,1,40,Clouds
2019-05-28 07:00:00,0,0,0,0,23,7,28,1,5,2019,Tuesday,2019-05-28,16.36,16.4,12.78,17.78,1004,90,2.1,40,Clouds
2019-05-28 08:00:00,1.36,1.68,29.9,0,133,8,28,1,5,2019,Tuesday,2019-05-28,17.66,18.55,13.89,20,1004,84,1,40,Clouds
2019-05-28 09:00:00,7.39,11,145.32,37.68,314,9,28,1,5,2019,Tuesday,2019-05-28,18.95,19.95,16.96,20,1004,79,1,20,Clouds
2019-05-28 10:00:00,5.65,9.03,109.91,30.74,267,10,28,1,5,2019,Tuesday,2019-05-28,19.27,19.59,17.45,21,1004,73,1.5,20,Clouds
2019-05-28 11:00:00,0.28,0.17,3.57,0,74,11,28,1,5,2019,Tuesday,2019-05-28,19.78,21.07,18,21.67,1003,89,2.1,20,Clouds
2019-05-28 12:00:00,3,4.3,60.86,16.22,181,12,28,1,5,2019,Tuesday,2019-05-28,20.26,21.05,18.6,22,1003,80,2.1,40,Clouds
2019-05-28 13:00:00,7.24,9.48,140.11,39.48,316,13,28,1,5,2019,Tuesday,2019-05-28,18.99,20.11,14.44,22.78,1002,96,2.6,20,Thunderstorm
2019-05-28 14:00:00,3.67,2.81,74.91,1.77,187,14,28,1,5,2019,Tuesday,2019-05-28,19.73,19.22,15,23.33,1003,84,4.1,20,Clouds
2019-05-28 15:00:00,8.54,8.36,166.72,0,285,15,28,1,5,2019,Tuesday,2019-05-28,19.82,19.47,16.67,22.78,1003,81,3.6,20,Rain
2019-05-28 16:00:00,8.59,7.99,171.26,0,282,16,28,1,5,2019,Tuesday,2019-05-28,18.34,17.23,15,20.56,1003,93,5.1,20,Thunderstorm
2019-05-28 17:00:00,6.9,6.39,139.02,0,247,17,28,1,5,2019,Tuesday,2019-05-28,17.28,17.63,14.44,18.89,1003,95,2.6,40,Thunderstorm
2019-05-28 17:00:00,6.9,6.39,139.02,0,247,17,28,1,5,2019,Tuesday,2019-05-28,17.28,17.63,14.44,18.89,1003,95,2.6,40,Rain
2019-05-29 06:00:00,0,0,0,0,7,6,29,2,5,2019,Wednesday,2019-05-29,13.14,12.3,10,14.44,1009,93,2.1,75,Rain
2019-05-29 07:00:00,0,0,0,0,27,7,29,2,5,2019,Wednesday,2019-05-29,13.36,13.01,10,15,1010,93,1.5,40,Rain
2019-05-29 08:00:00,0,0,13.7,0,111,8,29,2,5,2019,Wednesday,2019-05-29,13.82,13.19,10.56,15,1010,93,2.1,75,Rain
2019-05-29 09:00:00,0,0.66,51.84,5.09,175,9,29,2,5,2019,Wednesday,2019-05-29,14.22,12.86,11.11,15,1011,90,3.1,40,Rain
2019-05-29 10:00:00,0,0.97,40.09,6.83,206,10,29,2,5,2019,Wednesday,2019-05-29,14.82,14,12.22,15.56,1011,90,2.6,40,Rain
2019-05-29 11:00:00,0,0.7,14.54,5.52,66,11,29,2,5,2019,Wednesday,2019-05-29,15.88,14.47,15,16.67,1011,86,3.6,40,Rain
2019-05-29 12:00:00,0,0,0,0,31,12,29,2,5,2019,Wednesday,2019-05-29,16.01,14.64,13.89,17.22,1012,86,3.6,75,Rain
2019-05-29 13:00:00,0,0,17.63,0,67,13,29,2,5,2019,Wednesday,2019-05-29,15.84,14.42,14.44,17.22,1012,86,3.6,40,Rain
2019-05-29 14:00:00,0,0,0,0,30,14,29,2,5,2019,Wednesday,2019-05-29,16.13,14.69,14.44,17.78,1013,90,4.1,40,Rain
2019-05-29 15:00:00,0,0,0,0,,15,29,2,5,2019,Wednesday,2019-05-29,16.85,15.32,15.56,18.33,1013,79,3.6,40,Rain
2019-05-29 16:00:00,0,0,0,0,,16,29,2,5,2019,Wednesday,2019-05-29,16.58,15.77,15,17.78,1013,75,2.1,40,Rain
2019-05-29 17:00:00,0,0,0,0,,17,29,2,5,2019,Wednesday,2019-05-29,16.43,16.06,15,17.78,1014,76,1.5,40,Clouds
2019-05-30 06:00:00,1.83,2.49,36.88,9.25,181,6,30,3,5,2019,Thursday,2019-05-30,14.78,15.19,10.56,16,1019,93,1.05,75,Clouds
2019-05-30 07:00:00,5.08,5.43,102.8,26.9,279,7,30,3,5,2019,Thursday,2019-05-30,15.81,16.32,12.22,17,1020,88,1,75,Clouds
2019-05-30 08:00:00,3.5,4.27,94.67,24.32,208,8,30,3,5,2019,Thursday,2019-05-30,16.92,17.62,15,18,1021,85,1,40,Clouds
2019-05-30 09:00:00,1.15,2.06,43.08,0,148,9,30,3,5,2019,Thursday,2019-05-30,17.62,17.59,16,18.89,1021,82,2.1,75,Clouds
2019-05-30 10:00:00,1.15,2.19,66.13,0,169,10,30,3,5,2019,Thursday,2019-05-30,18.51,18.79,17,20,1021,82,2.1,75,Clouds
2019-05-30 11:00:00,1.24,1.36,26.99,5.11,134,11,30,3,5,2019,Thursday,2019-05-30,19.43,19.38,17,21.11,1021,73,2.1,40,Clouds
2019-05-30 12:00:00,0,0,0,0,74,12,30,3,5,2019,Thursday,2019-05-30,19.41,19.28,16.8,21.67,1021,72,2.1,40,Clouds
2019-05-30 13:00:00,0.42,0.47,7.55,1.33,26,13,30,3,5,2019,Thursday,2019-05-30,18.77,17.81,16.67,21.11,1021,78,3.6,40,Clouds
2019-05-30 14:00:00,0,0,0,0,23,14,30,3,5,2019,Thursday,2019-05-30,18.31,16.57,17,20,1022,74,4.1,40,Clouds
2019-05-30 15:00:00,0,0,3.58,0.18,24,15,30,3,5,2019,Thursday,2019-05-30,17.85,17.01,16.67,19.44,1022,74,2.6,40,Clouds
2019-05-30 16:00:00,2.64,1.82,46.2,0,134,16,30,3,5,2019,Thursday,2019-05-30,17.37,16.71,16.67,18.33,1022,79,2.6,40,Clouds
2019-05-30 17:00:00,7.4,7.31,153.31,0,254,17,30,3,5,2019,Thursday,2019-05-30,17.13,17.86,15.56,18.33,1022,79,0.5,40,Clouds
2019-05-31 06:00:00,5.69,5.85,110.44,25.53,272,6,31,4,5,2019,Friday,2019-05-31,15.49,15.66,11.11,17,1024,90,1.5,8,Clear
2019-05-31 07:00:00,3.9,4.69,70.87,16.93,220,7,31,4,5,2019,Friday,2019-05-31,17.42,15.44,12.78,18.89,1024,64,3.1,10,Clear
2019-05-31 08:00:00,6.31,5.23,99.87,23.67,266,8,31,4,5,2019,Friday,2019-05-31,19.4,16.76,16.11,21.11,1023,57,4.1,11,Clouds
2019-05-31 09:00:00,1.04,0.93,18.37,3,128,9,31,4,5,2019,Friday,2019-05-31,20.51,17.93,17.78,22.22,1023,54,4.1,22,Clouds
2019-05-31 10:00:00,7.99,7.63,139.52,36.19,312,10,31,4,5,2019,Friday,2019-05-31,21.58,19.89,19.44,23.33,1023,57,3.6,20,Clouds
2019-05-31 11:00:00,3.39,2.65,48.22,13.16,171,11,31,4,5,2019,Friday,2019-05-31,22.41,21.06,21,23.33,1022,58,3.6,20,Clouds
2019-05-31 12:00:00,0,0.02,0,0,27,12,31,4,5,2019,Friday,2019-05-31,23.36,20.93,21.71,25,1022,47,4.1,20,Clouds
2019-05-31 13:00:00,0,0,0,0,23,13,31,4,5,2019,Friday,2019-05-31,23.68,21.75,21.68,25,1021,44,3.1,20,Clouds
2019-05-31 14:00:00,1.48,1.15,21.26,5.6,97,14,31,4,5,2019,Friday,2019-05-31,24.01,21.46,21.91,25,1021,44,4.1,20,Clouds
2019-05-31 15:00:00,0,0,0,0,51,15,31,4,5,2019,Friday,2019-05-31,24.04,21.11,21.91,25.56,1021,40,4.1,20,Clouds
2019-05-31 16:00:00,2.57,2.31,62.81,0,114,16,31,4,5,2019,Friday,2019-05-31,23.83,21.94,21.76,25,1020,44,3.1,20,Clouds
2019-05-31 17:00:00,5.72,5.88,127.36,5.07,219,17,31,4,5,2019,Friday,2019-05-31,22.77,20.08,18.33,24.44,1020,42,3.6,2,Clear
2019-06-03 06:00:00,3.75,4.1,56.02,10.16,185,6,3,0,6,2019,Monday,2019-06-03,21.46,24.01,17.78,22.78,1016,85,0.87,12,Clouds
2019-06-03 07:00:00,5.68,4.62,80.54,21.22,246,7,3,0,6,2019,Monday,2019-06-03,22.89,24.31,18.89,25,1015,75,2.1,5,Clear
2019-06-03 08:00:00,1.34,0.89,19.53,4.19,123,8,3,0,6,2019,Monday,2019-06-03,24.45,25.54,19.44,27.78,1016,72,3.1,6,Clear
2019-06-03 09:00:00,2.92,3.01,42.89,9.37,146,9,3,0,6,2019,Monday,2019-06-03,25.75,27.58,21.11,29.44,1016,67,2.1,1,Clear
2019-06-03 10:00:00,0,0,0,0,143,10,3,0,6,2019,Monday,2019-06-03,26.84,29.58,23.33,30,1015,64,1,26,Clouds
2019-06-03 11:00:00,0,0,14.43,0,62,11,3,0,6,2019,Monday,2019-06-03,27.8,28.99,24,31.11,1015,57,2.6,74,Clouds
2019-06-03 12:00:00,0,0,5.78,0,24,12,3,0,6,2019,Monday,2019-06-03,28.81,31.45,25,31.67,1015,59,1.5,81,Clouds
2019-06-03 13:00:00,0,0,0,0,23,13,3,0,6,2019,Monday,2019-06-03,28.92,30.97,25,32.22,1014,60,2.6,20,Clouds
2019-06-03 14:00:00,0,0,0,0,22,14,3,0,6,2019,Monday,2019-06-03,28.83,31.19,25,31.11,1013,60,2.1,20,Clouds
2019-06-03 15:00:00,0,0,0,0,37,15,3,0,6,2019,Monday,2019-06-03,28.45,31.4,22.22,31.11,1012,66,2.1,20,Clouds
2019-06-03 16:00:00,7.24,6.3,147.2,0,254,16,3,0,6,2019,Monday,2019-06-03,28.22,30.74,20.56,31.11,1012,69,3.1,20,Clouds
2019-06-03 17:00:00,0,0,11.78,0,45,17,3,0,6,2019,Monday,2019-06-03,27.4,29.15,20.56,30,1012,66,3.1,36,Clouds
2019-06-04 06:00:00,7.73,12.7,121.87,0,297,6,4,1,6,2019,Tuesday,2019-06-04,21.15,23.95,16.67,22.78,1013,95,1.5,40,Clouds
2019-06-04 07:00:00,8.07,13.51,121.93,0,300,7,4,1,6,2019,Tuesday,2019-06-04,22.19,25.59,17.22,25,1013,96,1.5,75,Clouds
2019-06-04 08:00:00,7.63,12.75,117.95,0,292,8,4,1,6,2019,Tuesday,2019-06-04,23.98,28.15,21.67,26.11,1013,94,1.5,40,Clouds
2019-06-04 09:00:00,7.73,12.88,117.78,0,293,9,4,1,6,2019,Tuesday,2019-06-04,25.32,28.83,21.67,28.33,1013,74,0.5,20,Clouds
2019-06-04 10:00:00,7.94,13.35,122.68,0,292,10,4,1,6,2019,Tuesday,2019-06-04,26.71,29.63,23.33,28.89,1012,73,2.14,29,Clouds
2019-06-04 11:00:00,8.16,13.52,125.51,0,292,11,4,1,6,2019,Tuesday,2019-06-04,28.27,31.51,24.43,31.11,1012,69,2.1,53,Clouds
2019-06-04 12:00:00,8.22,13.6,124.39,0,291,12,4,1,6,2019,Tuesday,2019-06-04,28.91,30.6,24.6,32.22,1012,60,3.1,20,Clouds
2019-06-04 13:00:00,8.29,13.78,126.24,0,290,13,4,1,6,2019,Tuesday,2019-06-04,29,30.39,24.38,31.67,1011,60,3.6,20,Clouds
2019-06-04 14:00:00,8.22,13.66,125.95,0,287,14,4,1,6,2019,Tuesday,2019-06-04,28.1,30.41,24.51,30.56,1011,65,2.6,20,Clouds
2019-06-04 15:00:00,7.81,12.26,122.91,0,287,15,4,1,6,2019,Tuesday,2019-06-04,28,30.26,21.11,30.56,1011,65,2.6,94,Clouds
2019-06-04 16:00:00,8.25,12.95,129.75,0,289,16,4,1,6,2019,Tuesday,2019-06-04,27.72,30.69,22.22,30,1010,69,2.1,20,Clouds
2019-06-04 17:00:00,7.7,12.14,121.71,0,283,17,4,1,6,2019,Tuesday,2019-06-04,26.05,27.85,18.89,29.44,1010,75,3.6,40,Clouds
2019-06-05 06:00:00,5.61,7.79,117.36,28.27,294,6,5,2,6,2019,Wednesday,2019-06-05,21.09,23.11,17.22,23,1010,91,2.1,25,Mist
2019-06-05 07:00:00,6.27,9.28,136.95,40.01,298,7,5,2,6,2019,Wednesday,2019-06-05,21.87,23.56,17.78,23.33,1010,91,3.1,40,Mist
2019-06-05 08:00:00,6.2,9.08,134.52,40.08,300,8,5,2,6,2019,Wednesday,2019-06-05,23.2,25.61,19.44,26.11,1010,88,2.6,40,Mist
2019-06-05 09:00:00,3.95,5.43,104.79,25.56,229,9,5,2,6,2019,Wednesday,2019-06-05,24.12,26.86,21.11,26.67,1010,83,2.1,20,Mist
2019-06-05 10:00:00,6.08,8.33,138.34,40.78,297,10,5,2,6,2019,Wednesday,2019-06-05,24.52,26.15,21.99,27,1010,77,3.1,40,Mist
2019-06-05 11:00:00,4.67,5.56,111.25,35.45,249,11,5,2,6,2019,Wednesday,2019-06-05,25.01,26.21,21.95,28,1010,74,3.6,20,Mist
2019-06-05 12:00:00,0,0,0,0,69,12,5,2,6,2019,Wednesday,2019-06-05,25.18,26.21,21.96,27.4,1010,75,4.1,20,Clouds
2019-06-05 13:00:00,0,0,0,0,25,13,5,2,6,2019,Wednesday,2019-06-05,24.94,25.61,21.94,28,1009,76,4.6,40,Clouds
2019-06-05 14:00:00,0,0,0,0,23,14,5,2,6,2019,Wednesday,2019-06-05,25.02,26.39,21.9,27.78,1009,79,4.1,40,Clouds
2019-06-05 15:00:00,0,0,0,0,23,15,5,2,6,2019,Wednesday,2019-06-05,24.9,26.25,22,27.78,1009,76,3.6,20,Clouds
2019-06-05 16:00:00,0,0,6.86,0,38,16,5,2,6,2019,Wednesday,2019-06-05,24.01,25.2,21.81,25.56,1008,82,4.1,40,Mist
2019-06-05 17:00:00,5.3,4.61,118.57,0,229,17,5,2,6,2019,Wednesday,2019-06-05,23.37,25.07,21.5,24.44,1008,87,3.6,40,Mist
2019-06-06 06:00:00,6.73,9.38,138.63,36.15,310,6,6,3,6,2019,Thursday,2019-06-06,19.94,20.94,16.11,21.11,1011,89,2.6,40,Mist
2019-06-06 07:00:00,6.55,7.03,122.77,35.04,270,7,6,3,6,2019,Thursday,2019-06-06,20.92,20.1,18.33,22.22,1011,88,5.7,20,Clouds
2019-06-06 08:00:00,1.72,3.08,40.5,11.44,163,8,6,3,6,2019,Thursday,2019-06-06,21.79,22.22,20,23.33,1012,89,4.6,40,Clouds
2019-06-06 09:00:00,4.35,5.43,88.31,25.92,224,9,6,3,6,2019,Thursday,2019-06-06,22.53,22.42,20,25,1012,83,5.1,40,Clouds
2019-06-06 10:00:00,6.09,6.42,115.28,31.56,266,10,6,3,6,2019,Thursday,2019-06-06,23.02,22.67,21,25,1012,78,5.1,40,Clouds
2019-06-06 11:00:00,1.08,1.26,19.19,5.92,126,11,6,3,6,2019,Thursday,2019-06-06,23.27,23.76,21,25,1012,82,4.6,40,Clouds
2019-06-06 12:00:00,0.57,0.68,10.02,2.84,66,12,6,3,6,2019,Thursday,2019-06-06,23.65,23.96,22.22,25.12,1013,82,5.1,40,Clouds
2019-06-06 13:00:00,6.55,6.88,126.49,36.05,272,13,6,3,6,2019,Thursday,2019-06-06,23.76,23.74,22.43,25.56,1012,78,5.1,20,Clouds
2019-06-06 14:00:00,2.45,2.59,44.17,9.9,164,14,6,3,6,2019,Thursday,2019-06-06,23.8,24.28,22.22,26.11,1013,83,5.1,40,Clouds
2019-06-06 15:00:00,3.92,4.09,70.2,20.21,204,15,6,3,6,2019,Thursday,2019-06-06,23.85,23.53,21.67,26.67,1012,86,6.7,20,Mist
2019-06-06 16:00:00,0.09,0.14,15.88,0,109,16,6,3,6,2019,Thursday,2019-06-06,22.02,22.2,17.78,23.89,1013,85,4.6,40,Thunderstorm
2019-06-06 17:00:00,7.16,6.15,142.99,0,255,17,6,3,6,2019,Thursday,2019-06-06,21.18,23.47,17.78,22.9,1013,98,2.6,40,Thunderstorm
2019-06-06 17:00:00,7.16,6.15,142.99,0,255,17,6,3,6,2019,Thursday,2019-06-06,21.18,23.47,17.78,22.9,1013,98,2.6,40,Rain
2019-06-07 06:00:00,6.12,8.04,142.94,37.91,293,6,7,4,6,2019,Friday,2019-06-07,19.1,19.41,13.89,21,1016,89,3.1,40,Mist
2019-06-07 07:00:00,3.75,4.89,92.98,25.12,212,7,7,4,6,2019,Friday,2019-06-07,20.5,22.67,16.67,22.22,1016,91,1.5,40,Mist
2019-06-07 08:00:00,1.99,2.63,52.11,15.53,174,8,7,4,6,2019,Friday,2019-06-07,22.02,24.04,20.56,23,1017,86,2.1,20,Mist
2019-06-07 09:00:00,7.72,9.42,142.44,35.82,301,9,7,4,6,2019,Friday,2019-06-07,22.91,25.07,19.44,24.44,1017,83,2.1,20,Mist
2019-06-07 10:00:00,6.26,7.7,150.17,42.61,295,10,7,4,6,2019,Friday,2019-06-07,23.94,25.54,20.56,25.56,1016,68,1.5,20,Clouds
2019-06-07 11:00:00,5.82,7.68,143.72,42.07,284,11,7,4,6,2019,Friday,2019-06-07,25.33,26.45,22.75,27.22,1016,62,2.1,20,Clouds
2019-06-07 12:00:00,0,0,0,0,87,12,7,4,6,2019,Friday,2019-06-07,25.66,27.57,22.36,27.22,1016,61,1,20,Clouds
2019-06-07 13:00:00,5.06,7.03,138.6,39.58,290,13,7,4,6,2019,Friday,2019-06-07,26.12,27,22.31,27.78,1016,57,2.1,20,Clouds
2019-06-07 14:00:00,0.97,1.39,26.97,7.81,130,14,7,4,6,2019,Friday,2019-06-07,26.23,26.93,22.93,28.33,1016,55,2.1,61,Clouds
2019-06-07 15:00:00,2.14,2.94,65.67,13,172,15,7,4,6,2019,Friday,2019-06-07,25.8,26.56,22.9,28.33,1016,73,4.6,62,Clouds
2019-06-07 16:00:00,3.74,3.38,76.6,0,195,16,7,4,6,2019,Friday,2019-06-07,25.39,26.31,22.81,26.67,1016,73,4.1,47,Clouds
2019-06-07 17:00:00,5.26,4.63,115.76,0,223,17,7,4,6,2019,Friday,2019-06-07,24.14,24.1,20,26,1016,69,4.1,30,Clouds
2019-06-10 06:00:00,0,0,0,0,27,6,10,0,6,2019,Monday,2019-06-10,23.04,26.68,18.89,25.56,1015,90,1,72,Clouds
2019-06-10 07:00:00,0,0,0,0,63,7,10,0,6,2019,Monday,2019-06-10,24.06,24.89,19.44,26.67,1015,71,3.1,40,Clouds
2019-06-10 08:00:00,0,0,0,0,72,8,10,0,6,2019,Monday,2019-06-10,25.32,25.7,22.22,27.22,1014,65,3.6,40,Clouds
2019-06-10 09:00:00,0,0,0,0,71,9,10,0,6,2019,Monday,2019-06-10,25.28,26.63,21.11,28.33,1014,71,3.1,40,Clouds
2019-06-10 10:00:00,0,0,0,0,76,10,10,0,6,2019,Monday,2019-06-10,26.11,25.1,21.67,28.33,1013,69,6.7,40,Clouds
2019-06-10 11:00:00,0,0,0,0,39,11,10,0,6,2019,Monday,2019-06-10,27.81,27.69,22.78,29.44,1012,64,5.7,20,Clouds
2019-06-10 12:00:00,0,0,0,0,23,12,10,0,6,2019,Monday,2019-06-10,28.68,29,23.89,30.56,1012,61,5.1,20,Clouds
2019-06-10 13:00:00,0,0,0,0,23,13,10,0,6,2019,Monday,2019-06-10,29.49,31.39,25,32.78,1011,57,2.6,20,Clouds
2019-06-10 14:00:00,0,0,0,0,24,14,10,0,6,2019,Monday,2019-06-10,30.03,30.92,26.23,33.89,1011,58,4.6,20,Clouds
2019-06-10 15:00:00,0,0,0,0,23,15,10,0,6,2019,Monday,2019-06-10,29.82,31.52,25,33.89,1010,57,3.1,20,Clouds
2019-06-10 16:00:00,0,0,0,0,23,16,10,0,6,2019,Monday,2019-06-10,29.8,31.14,23.89,33.33,1009,57,3.6,40,Clouds
2019-06-10 17:00:00,0,0,0,0,22,17,10,0,6,2019,Monday,2019-06-10,29.2,30.79,22.78,31.4,1009,53,2.1,40,Clouds
2019-06-11 06:00:00,8.43,13.36,129.75,0,296,6,11,1,6,2019,Tuesday,2019-06-11,24.25,25.85,19.44,26.67,1008,85,4.1,40,Clouds
2019-06-11 07:00:00,8.52,13.53,129.82,0,301,7,11,1,6,2019,Tuesday,2019-06-11,25.69,28.31,21.11,27,1007,81,3.1,40,Clouds
2019-06-11 08:00:00,8.38,13.72,130.31,0,300,8,11,1,6,2019,Tuesday,2019-06-11,27.44,28.66,24.68,29.44,1008,73,5.1,32,Clouds
2019-06-11 09:00:00,8.51,13.76,128.14,0,296,9,11,1,6,2019,Tuesday,2019-06-11,27.43,29,24.44,29.44,1008,76,5.1,58,Rain
2019-06-11 10:00:00,8.28,13.64,127.72,0,300,10,11,1,6,2019,Tuesday,2019-06-11,28.28,29.56,25.23,30,1008,70,5.1,40,Clouds
2019-06-11 11:00:00,8.36,13.55,128.36,0,275,11,11,1,6,2019,Tuesday,2019-06-11,29.32,30.59,25.48,32.22,1008,69,5.7,20,Clouds
2019-06-11 12:00:00,8.22,13.87,128.27,0,276,12,11,1,6,2019,Tuesday,2019-06-11,29.57,31.12,25.7,31.67,1008,67,5.1,100,Rain
2019-06-11 13:00:00,8.45,13.91,131.19,0,288,13,11,1,6,2019,Tuesday,2019-06-11,29.59,31.85,25.7,31.11,1008,67,4.1,98,Clouds
2019-06-11 14:00:00,8.64,13.77,134.1,0,303,14,11,1,6,2019,Tuesday,2019-06-11,29.6,30.99,25.9,31.67,1007,58,3.6,94,Rain
2019-06-11 15:00:00,8.51,13.67,131.85,0,301,15,11,1,6,2019,Tuesday,2019-06-11,29.55,30.76,25.99,31.11,1007,62,4.6,83,Clouds
2019-06-11 16:00:00,8.01,12.65,125.08,0,294,16,11,1,6,2019,Tuesday,2019-06-11,29.07,31.28,25.73,30.56,1007,66,3.6,58,Clouds
2019-06-11 17:00:00,5.26,8.39,82.27,0,218,17,11,1,6,2019,Tuesday,2019-06-11,27.94,28.61,24.8,29.4,1008,58,3.6,85,Clouds
2019-06-12 06:00:00,6.26,9.77,100.98,0,227,6,12,2,6,2019,Wednesday,2019-06-12,24.43,26.52,18.89,26.11,1008,82,3.1,40,Clouds
2019-06-12 07:00:00,1.43,2.07,32.4,0,144,7,12,2,6,2019,Wednesday,2019-06-12,25.85,26.85,21.67,27.78,1009,75,4.6,40,Clouds
2019-06-12 08:00:00,6.76,10.43,109.01,0,238,8,12,2,6,2019,Wednesday,2019-06-12,26.77,28.69,24.44,28.89,1009,76,4.1,20,Clouds
2019-06-12 09:00:00,0,0,0,0,63,9,12,2,6,2019,Wednesday,2019-06-12,27.43,29.34,25.04,30,1009,73,4.1,40,Clouds
2019-06-12 10:00:00,2.41,3.52,39.77,0,115,10,12,2,6,2019,Wednesday,2019-06-12,28.17,29.74,25.06,29,1009,70,4.6,40,Clouds
2019-06-12 11:00:00,8.52,12.93,143.13,0,285,11,12,2,6,2019,Wednesday,2019-06-12,28.92,30.66,24.69,32.22,1009,71,5.1,33,Rain
2019-06-12 12:00:00,8.9,13.51,144.23,0,286,12,12,2,6,2019,Wednesday,2019-06-12,29.06,31.31,25.7,31.11,1009,69,4.1,15,Clouds
2019-06-12 13:00:00,8.47,12.79,138.81,0,287,13,12,2,6,2019,Wednesday,2019-06-12,29.48,30.29,26.1,31.67,1009,65,5.7,34,Clouds
2019-06-12 14:00:00,3.81,5.7,65.98,0,176,14,12,2,6,2019,Wednesday,2019-06-12,29.27,31.02,22.22,31.11,1008,67,4.6,37,Rain
2019-06-12 15:00:00,5.68,8.49,93.5,0,224,15,12,2,6,2019,Wednesday,2019-06-12,29.05,31.12,22.22,31.11,1008,65,3.6,20,Clouds
2019-06-12 16:00:00,4.77,4.98,107.06,0,217,16,12,2,6,2019,Wednesday,2019-06-12,28.32,30.73,22.22,31,1008,76,4.6,20,Clouds
2019-06-12 17:00:00,4.67,4.44,101.48,0,207,17,12,2,6,2019,Wednesday,2019-06-12,26.59,29.22,19.44,30.56,1008,86,4.6,20,Mist
2019-06-13 06:00:00,9.35,13.91,152.96,0,302,6,13,3,6,2019,Thursday,2019-06-13,22.22,25.54,16.11,25,1012,91,1,40,Mist
2019-06-13 07:00:00,4.27,6.4,71.98,0,197,7,13,3,6,2019,Thursday,2019-06-13,23.4,26.47,17.22,25,1013,82,1,40,Clouds
2019-06-13 08:00:00,7.99,13.12,120.06,0,284,8,13,3,6,2019,Thursday,2019-06-13,25.5,29.04,22.22,27.22,1013,80,1.5,40,Clouds
2019-06-13 09:00:00,8.86,13.87,137.99,0,293,9,13,3,6,2019,Thursday,2019-06-13,26.72,30.17,24.75,27.78,1013,74,1.55,40,Clouds
2019-06-13 10:00:00,2.38,3.4,42.28,0,156,10,13,3,6,2019,Thursday,2019-06-13,27.8,31.23,25.52,28.89,1014,69,1.5,40,Clouds
2019-06-13 11:00:00,9.26,14.3,146.6,0,299,11,13,3,6,2019,Thursday,2019-06-13,29.37,29.96,27.78,31.11,1014,45,2.1,40,Clouds
2019-06-13 12:00:00,9.17,14.53,146.17,0,299,12,13,3,6,2019,Thursday,2019-06-13,29.73,27.94,27.78,31.67,1013,37,4.1,20,Clouds
2019-06-13 13:00:00,3.74,5.8,63.45,0,177,13,13,3,6,2019,Thursday,2019-06-13,29.87,24.79,27.3,31,1014,21,5.7,0,Clear
2019-06-13 14:00:00,6.96,10.91,112.93,0,255,14,13,3,6,2019,Thursday,2019-06-13,30.14,26.51,27.35,31.67,1013,23,4.1,0,Clear
2019-06-13 15:00:00,7.65,11.75,133.22,0,256,15,13,3,6,2019,Thursday,2019-06-13,30.13,25.8,28,31.67,1014,26,5.7,0,Clear
2019-06-13 16:00:00,7.24,12.03,114.66,0,269,16,13,3,6,2019,Thursday,2019-06-13,29.72,24.81,26.73,31.11,1014,25,6.2,0,Clear
2019-06-13 17:00:00,4.07,6.39,77.52,0,212,17,13,3,6,2019,Thursday,2019-06-13,28.2,24.73,20.56,30,1014,27,4.1,0,Clear
2019-06-14 06:00:00,8.93,13.02,156.28,8.65,306,6,14,4,6,2019,Friday,2019-06-14,21.43,21.3,17.22,23.33,1018,76,3.6,40,Clouds
2019-06-14 07:00:00,4.8,6.54,106.28,30,246,7,14,4,6,2019,Friday,2019-06-14,23.29,23.36,18.33,25,1018,70,3.6,20,Clouds
2019-06-14 08:00:00,6.3,8.43,132.49,32.26,269,8,14,4,6,2019,Friday,2019-06-14,25.4,27.07,23.89,26.67,1018,63,1.5,20,Clouds
2019-06-14 09:00:00,8.23,11.42,149.99,17.51,298,9,14,4,6,2019,Friday,2019-06-14,26.37,27.43,21.67,29.44,1019,64,3.1,20,Clouds
2019-06-14 10:00:00,4.71,6.48,88.15,13.66,236,10,14,4,6,2019,Friday,2019-06-14,27.58,28.31,22.78,29.44,1018,54,2.6,20,Clouds
2019-06-14 11:00:00,3.02,3.78,51.78,4.98,164,11,14,4,6,2019,Friday,2019-06-14,29.23,29.82,25.93,31.11,1018,48,2.6,20,Clouds
2019-06-14 12:00:00,0,0.04,0,0,52,12,14,4,6,2019,Friday,2019-06-14,29.58,31.07,26.11,31.67,1017,48,1.5,20,Clouds
2019-06-14 13:00:00,7.15,9.15,151,37.78,304,13,14,4,6,2019,Friday,2019-06-14,30.34,31,27.1,31.67,1016,48,3.1,20,Clouds
